month,year,month_num,quarter_label,year_quarter,region,region_abbr,region_group,geo_level,industry,measure,value,status,data_available
2015-01,2015,1,Q1,2015-Q1,Alberta,AB,Prairies,Province/Territory,Business sector industries [T004],Temporary closures,3408.0,,1
2015-01,2015,1,Q1,2015-Q1,Alberta,AB,Prairies,Province/Territory,Business sector industries [T004],Exits,2253.0,,1
2015-01,2015,1,Q1,2015-Q1,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Active businesses,137565.0,,1
2015-01,2015,1,Q1,2015-Q1,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Opening businesses,7145.0,,1
2015-01,2015,1,Q1,2015-Q1,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Continuing businesses,129722.0,,1
2015-01,2015,1,Q1,2015-Q1,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Closing businesses,5836.0,,1
2015-01,2015,1,Q1,2015-Q1,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Reopening businesses,4173.0,,1
2015-01,2015,1,Q1,2015-Q1,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Entrants,2972.0,,1
2015-01,2015,1,Q1,2015-Q1,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Temporary closures,3603.0,,1
2015-01,2015,1,Q1,2015-Q1,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Exits,2233.0,,1
2015-01,2015,1,Q1,2015-Q1,Yukon,YT,North,Province/Territory,Business sector industries [T004],Active businesses,1259.0,,1
2015-01,2015,1,Q1,2015-Q1,Yukon,YT,North,Province/Territory,Business sector industries [T004],Opening businesses,66.0,,1
2015-01,2015,1,Q1,2015-Q1,Yukon,YT,North,Province/Territory,Business sector industries [T004],Continuing businesses,1194.0,,1
2015-01,2015,1,Q1,2015-Q1,Yukon,YT,North,Province/Territory,Business sector industries [T004],Closing businesses,76.0,,1
2015-01,2015,1,Q1,2015-Q1,Yukon,YT,North,Province/Territory,Business sector industries [T004],Reopening businesses,,x,0
2015-01,2015,1,Q1,2015-Q1,Yukon,YT,North,Province/Territory,Business sector industries [T004],Entrants,,x,0
2015-01,2015,1,Q1,2015-Q1,Yukon,YT,North,Province/Territory,Business sector industries [T004],Temporary closures,,x,0
2015-01,2015,1,Q1,2015-Q1,Yukon,YT,North,Province/Territory,Business sector industries [T004],Exits,,x,0
2015-01,2015,1,Q1,2015-Q1,Northwest Territories,NT,North,Province/Territory,Business sector industries [T004],Active businesses,1029.0,,1
2015-01,2015,1,Q1,2015-Q1,Northwest Territories,NT,North,Province/Territory,Business sector industries [T004],Opening businesses,46.0,,1
2015-01,2015,1,Q1,2015-Q1,Northwest Territories,NT,North,Province/Territory,Business sector industries [T004],Continuing businesses,978.0,,1
2015-01,2015,1,Q1,2015-Q1,Northwest Territories,NT,North,Province/Territory,Business sector industries [T004],Closing businesses,42.0,,1
2015-01,2015,1,Q1,2015-Q1,Northwest Territories,NT,North,Province/Territory,Business sector industries [T004],Reopening businesses,,x,0
2015-01,2015,1,Q1,2015-Q1,Northwest Territories,NT,North,Province/Territory,Business sector industries [T004],Entrants,,x,0
2015-01,2015,1,Q1,2015-Q1,Northwest Territories,NT,North,Province/Territory,Business sector industries [T004],Temporary closures,,x,0
2015-01,2015,1,Q1,2015-Q1,Northwest Territories,NT,North,Province/Territory,Business sector industries [T004],Exits,,x,0
2015-01,2015,1,Q1,2015-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],Active businesses,353.0,,1
2015-01,2015,1,Q1,2015-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],Opening businesses,,x,0
2015-01,2015,1,Q1,2015-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],Continuing businesses,,x,0
2015-01,2015,1,Q1,2015-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],Closing businesses,,x,0
2015-01,2015,1,Q1,2015-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],Reopening businesses,,x,0
2015-01,2015,1,Q1,2015-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],Entrants,,x,0
2015-01,2015,1,Q1,2015-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],Temporary closures,,x,0
2015-01,2015,1,Q1,2015-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],Exits,,x,0
2015-02,2015,2,Q1,2015-Q1,Canada,CA,National,National,Business sector industries [T004],Active businesses,872349.0,,1
2015-02,2015,2,Q1,2015-Q1,Canada,CA,National,National,Business sector industries [T004],Opening businesses,42561.0,,1
2015-02,2015,2,Q1,2015-Q1,Canada,CA,National,National,Business sector industries [T004],Continuing businesses,831303.0,,1
2015-02,2015,2,Q1,2015-Q1,Canada,CA,National,National,Business sector industries [T004],Closing businesses,36667.0,,1
2015-02,2015,2,Q1,2015-Q1,Canada,CA,National,National,Business sector industries [T004],Reopening businesses,25836.0,,1
2015-02,2015,2,Q1,2015-Q1,Canada,CA,National,National,Business sector industries [T004],Entrants,16725.0,,1
2015-02,2015,2,Q1,2015-Q1,Canada,CA,National,National,Business sector industries [T004],Temporary closures,23205.0,,1
2015-02,2015,2,Q1,2015-Q1,Canada,CA,National,National,Business sector industries [T004],Exits,13462.0,,1
2015-02,2015,2,Q1,2015-Q1,Newfoundland and Labrador,NL,Atlantic,Province/Territory,Business sector industries [T004],Active businesses,14310.0,,1
2015-02,2015,2,Q1,2015-Q1,Newfoundland and Labrador,NL,Atlantic,Province/Territory,Business sector industries [T004],Opening businesses,676.0,,1
2015-02,2015,2,Q1,2015-Q1,Newfoundland and Labrador,NL,Atlantic,Province/Territory,Business sector industries [T004],Continuing businesses,13628.0,,1
2015-02,2015,2,Q1,2015-Q1,Newfoundland and Labrador,NL,Atlantic,Province/Territory,Business sector industries [T004],Closing businesses,681.0,,1
2015-02,2015,2,Q1,2015-Q1,Newfoundland and Labrador,NL,Atlantic,Province/Territory,Business sector industries [T004],Reopening businesses,434.0,,1
2015-02,2015,2,Q1,2015-Q1,Newfoundland and Labrador,NL,Atlantic,Province/Territory,Business sector industries [T004],Entrants,242.0,,1
2015-02,2015,2,Q1,2015-Q1,Newfoundland and Labrador,NL,Atlantic,Province/Territory,Business sector industries [T004],Temporary closures,417.0,,1
2015-02,2015,2,Q1,2015-Q1,Newfoundland and Labrador,NL,Atlantic,Province/Territory,Business sector industries [T004],Exits,264.0,,1
2015-02,2015,2,Q1,2015-Q1,Prince Edward Island,PE,Atlantic,Province/Territory,Business sector industries [T004],Active businesses,3499.0,,1
2015-02,2015,2,Q1,2015-Q1,Prince Edward Island,PE,Atlantic,Province/Territory,Business sector industries [T004],Opening businesses,177.0,,1
2015-02,2015,2,Q1,2015-Q1,Prince Edward Island,PE,Atlantic,Province/Territory,Business sector industries [T004],Continuing businesses,3321.0,,1
2015-02,2015,2,Q1,2015-Q1,Prince Edward Island,PE,Atlantic,Province/Territory,Business sector industries [T004],Closing businesses,178.0,,1
2015-02,2015,2,Q1,2015-Q1,Prince Edward Island,PE,Atlantic,Province/Territory,Business sector industries [T004],Reopening businesses,126.0,,1
2015-02,2015,2,Q1,2015-Q1,Prince Edward Island,PE,Atlantic,Province/Territory,Business sector industries [T004],Entrants,51.0,,1
2015-02,2015,2,Q1,2015-Q1,Prince Edward Island,PE,Atlantic,Province/Territory,Business sector industries [T004],Temporary closures,131.0,,1
2015-02,2015,2,Q1,2015-Q1,Prince Edward Island,PE,Atlantic,Province/Territory,Business sector industries [T004],Exits,47.0,,1
2015-02,2015,2,Q1,2015-Q1,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],Active businesses,19700.0,,1
2015-02,2015,2,Q1,2015-Q1,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],Opening businesses,860.0,,1
2015-02,2015,2,Q1,2015-Q1,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],Continuing businesses,18831.0,,1
2015-02,2015,2,Q1,2015-Q1,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],Closing businesses,853.0,,1
2015-02,2015,2,Q1,2015-Q1,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],Reopening businesses,565.0,,1
2015-02,2015,2,Q1,2015-Q1,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],Entrants,295.0,,1
2015-02,2015,2,Q1,2015-Q1,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],Temporary closures,543.0,,1
2015-02,2015,2,Q1,2015-Q1,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],Exits,310.0,,1
2015-02,2015,2,Q1,2015-Q1,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],Active businesses,17314.0,,1
2015-02,2015,2,Q1,2015-Q1,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],Opening businesses,760.0,,1
2015-02,2015,2,Q1,2015-Q1,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],Continuing businesses,16562.0,,1
2015-02,2015,2,Q1,2015-Q1,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],Closing businesses,737.0,,1
2015-02,2015,2,Q1,2015-Q1,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],Reopening businesses,512.0,,1
2015-02,2015,2,Q1,2015-Q1,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],Entrants,248.0,,1
2015-02,2015,2,Q1,2015-Q1,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],Temporary closures,461.0,,1
2015-02,2015,2,Q1,2015-Q1,New Brunswick,NB,Atlantic,Province/Territory,Business sector industries [T004],Exits,276.0,,1
2015-02,2015,2,Q1,2015-Q1,Quebec,QC,Central,Province/Territory,Business sector industries [T004],Active businesses,186985.0,,1
2015-02,2015,2,Q1,2015-Q1,Quebec,QC,Central,Province/Territory,Business sector industries [T004],Opening businesses,7107.0,,1
2015-02,2015,2,Q1,2015-Q1,Quebec,QC,Central,Province/Territory,Business sector industries [T004],Continuing businesses,179857.0,,1
2015-02,2015,2,Q1,2015-Q1,Quebec,QC,Central,Province/Territory,Business sector industries [T004],Closing businesses,6302.0,,1
2015-02,2015,2,Q1,2015-Q1,Quebec,QC,Central,Province/Territory,Business sector industries [T004],Reopening businesses,4367.0,,1
2015-02,2015,2,Q1,2015-Q1,Quebec,QC,Central,Province/Territory,Business sector industries [T004],Entrants,2740.0,,1
2015-02,2015,2,Q1,2015-Q1,Quebec,QC,Central,Province/Territory,Business sector industries [T004],Temporary closures,3824.0,,1
2015-02,2015,2,Q1,2015-Q1,Quebec,QC,Central,Province/Territory,Business sector industries [T004],Exits,2478.0,,1
2015-02,2015,2,Q1,2015-Q1,Ontario,ON,Central,Province/Territory,Business sector industries [T004],Active businesses,323201.0,,1
2015-02,2015,2,Q1,2015-Q1,Ontario,ON,Central,Province/Territory,Business sector industries [T004],Opening businesses,16601.0,,1
2015-02,2015,2,Q1,2015-Q1,Ontario,ON,Central,Province/Territory,Business sector industries [T004],Continuing businesses,307387.0,,1
2015-02,2015,2,Q1,2015-Q1,Ontario,ON,Central,Province/Territory,Business sector industries [T004],Closing businesses,14153.0,,1
2015-02,2015,2,Q1,2015-Q1,Ontario,ON,Central,Province/Territory,Business sector industries [T004],Reopening businesses,10126.0,,1
2015-02,2015,2,Q1,2015-Q1,Ontario,ON,Central,Province/Territory,Business sector industries [T004],Entrants,6475.0,,1
2015-02,2015,2,Q1,2015-Q1,Ontario,ON,Central,Province/Territory,Business sector industries [T004],Temporary closures,9249.0,,1
2015-02,2015,2,Q1,2015-Q1,Ontario,ON,Central,Province/Territory,Business sector industries [T004],Exits,4904.0,,1
2015-02,2015,2,Q1,2015-Q1,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],Active businesses,26886.0,,1
2015-02,2015,2,Q1,2015-Q1,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],Opening businesses,1200.0,,1
2015-02,2015,2,Q1,2015-Q1,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],Continuing businesses,25678.0,,1
2015-02,2015,2,Q1,2015-Q1,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],Closing businesses,1024.0,,1
2015-02,2015,2,Q1,2015-Q1,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],Reopening businesses,754.0,,1
2015-02,2015,2,Q1,2015-Q1,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],Entrants,446.0,,1
2015-02,2015,2,Q1,2015-Q1,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],Temporary closures,649.0,,1
2015-02,2015,2,Q1,2015-Q1,Manitoba,MB,Prairies,Province/Territory,Business sector industries [T004],Exits,375.0,,1
2015-02,2015,2,Q1,2015-Q1,Saskatchewan,SK,Prairies,Province/Territory,Business sector industries [T004],Active businesses,25845.0,,1
2015-02,2015,2,Q1,2015-Q1,Saskatchewan,SK,Prairies,Province/Territory,Business sector industries [T004],Opening businesses,1364.0,,1
2015-02,2015,2,Q1,2015-Q1,Saskatchewan,SK,Prairies,Province/Territory,Business sector industries [T004],Continuing businesses,24609.0,,1
2015-02,2015,2,Q1,2015-Q1,Saskatchewan,SK,Prairies,Province/Territory,Business sector industries [T004],Closing businesses,1123.0,,1
2015-02,2015,2,Q1,2015-Q1,Saskatchewan,SK,Prairies,Province/Territory,Business sector industries [T004],Reopening businesses,824.0,,1
2015-02,2015,2,Q1,2015-Q1,Saskatchewan,SK,Prairies,Province/Territory,Business sector industries [T004],Entrants,540.0,,1
2015-02,2015,2,Q1,2015-Q1,Saskatchewan,SK,Prairies,Province/Territory,Business sector industries [T004],Temporary closures,651.0,,1
2015-02,2015,2,Q1,2015-Q1,Saskatchewan,SK,Prairies,Province/Territory,Business sector industries [T004],Exits,472.0,,1
2015-02,2015,2,Q1,2015-Q1,Alberta,AB,Prairies,Province/Territory,Business sector industries [T004],Active businesses,126907.0,,1
2015-02,2015,2,Q1,2015-Q1,Alberta,AB,Prairies,Province/Territory,Business sector industries [T004],Opening businesses,6891.0,,1
2015-02,2015,2,Q1,2015-Q1,Alberta,AB,Prairies,Province/Territory,Business sector industries [T004],Continuing businesses,119572.0,,1
2015-02,2015,2,Q1,2015-Q1,Alberta,AB,Prairies,Province/Territory,Business sector industries [T004],Closing businesses,6335.0,,1
2015-02,2015,2,Q1,2015-Q1,Alberta,AB,Prairies,Province/Territory,Business sector industries [T004],Reopening businesses,4135.0,,1
2015-02,2015,2,Q1,2015-Q1,Alberta,AB,Prairies,Province/Territory,Business sector industries [T004],Entrants,2756.0,,1
2015-02,2015,2,Q1,2015-Q1,Alberta,AB,Prairies,Province/Territory,Business sector industries [T004],Temporary closures,4025.0,,1
2015-02,2015,2,Q1,2015-Q1,Alberta,AB,Prairies,Province/Territory,Business sector industries [T004],Exits,2310.0,,1
2015-02,2015,2,Q1,2015-Q1,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Active businesses,138803.0,,1
2015-02,2015,2,Q1,2015-Q1,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Opening businesses,7151.0,,1
2015-02,2015,2,Q1,2015-Q1,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Continuing businesses,131477.0,,1
2015-02,2015,2,Q1,2015-Q1,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Closing businesses,6001.0,,1
2015-02,2015,2,Q1,2015-Q1,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Reopening businesses,4290.0,,1
2015-02,2015,2,Q1,2015-Q1,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Entrants,2861.0,,1
2015-02,2015,2,Q1,2015-Q1,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Temporary closures,3769.0,,1
2015-02,2015,2,Q1,2015-Q1,British Columbia,BC,West,Province/Territory,Business sector industries [T004],Exits,2232.0,,1
2015-02,2015,2,Q1,2015-Q1,Yukon,YT,North,Province/Territory,Business sector industries [T004],Active businesses,1261.0,,1
2015-02,2015,2,Q1,2015-Q1,Yukon,YT,North,Province/Territory,Business sector industries [T004],Opening businesses,65.0,,1
2015-02,2015,2,Q1,2015-Q1,Yukon,YT,North,Province/Territory,Business sector industries [T004],Continuing businesses,1196.0,,1
2015-02,2015,2,Q1,2015-Q1,Yukon,YT,North,Province/Territory,Business sector industries [T004],Closing businesses,70.0,,1
2015-02,2015,2,Q1,2015-Q1,Yukon,YT,North,Province/Territory,Business sector industries [T004],Reopening businesses,,x,0
2015-02,2015,2,Q1,2015-Q1,Yukon,YT,North,Province/Territory,Business sector industries [T004],Entrants,,x,0
2015-02,2015,2,Q1,2015-Q1,Yukon,YT,North,Province/Territory,Business sector industries [T004],Temporary closures,,x,0
2015-02,2015,2,Q1,2015-Q1,Yukon,YT,North,Province/Territory,Business sector industries [T004],Exits,,x,0
2015-02,2015,2,Q1,2015-Q1,Northwest Territories,NT,North,Province/Territory,Business sector industries [T004],Active businesses,1036.0,,1
2015-02,2015,2,Q1,2015-Q1,Northwest Territories,NT,North,Province/Territory,Business sector industries [T004],Opening businesses,42.0,,1
2015-02,2015,2,Q1,2015-Q1,Northwest Territories,NT,North,Province/Territory,Business sector industries [T004],Continuing businesses,993.0,,1
2015-02,2015,2,Q1,2015-Q1,Northwest Territories,NT,North,Province/Territory,Business sector industries [T004],Closing businesses,36.0,,1
